B,17,8,15,12,12,75,186,64,102,110,76,112,118,93,205,75,119,116,110,92,96
W,1,$920E,0,2,9,0,4,0,0,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,3,$9232,0,2,7,0,4,0,0,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,5,$9232,0,2,7,6,4,0,0,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,7,$9232,0,2,7,6,5,0,0,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,9,$9232,0,2,7,6,5,2,0,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,11,$926B,0,2,7,6,5,2,2,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,13,$926B,0,2,8,6,5,2,2,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,15,$926B,0,2,8,7,5,2,2,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,17,$926B,0,2,8,7,6,2,2,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,19,$920E,0,2,8,7,6,3,2,0,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,21,$9232,0,2,8,7,6,3,2,3,0,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,23,$9232,0,2,8,7,6,3,2,3,2,0,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,25,$9232,0,2,8,7,6,3,2,3,2,2,0,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,27,$9232,0,2,8,7,6,3,2,3,2,2,1,0,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,29,$926B,0,2,8,7,6,3,2,3,2,2,1,1,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,31,$926B,0,2,8,7,6,3,2,4,2,2,1,1,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,33,$926B,0,2,8,7,6,3,2,4,3,2,1,1,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,35,$926B,0,2,8,7,6,3,2,4,3,3,1,1,9,200,9,200,200,200,200,200,200,200,3,200,4,200,200,200,200,200,200,200,1,0,0,0,0,75,93
W,37,$9D4B,0,0,8,7,6,3,2,4,3,3,2,1,7,7,7,7,7,4,3,5,3,6,3,1,4,0,2,2,2,2,1,3,0,0,0,0,1,75,93
W,39,$9D4B,0,0,8,7,6,3,2,4,3,3,2,0,7,7,7,7,7,4,3,5,3,200,3,1,4,0,2,2,2,2,1,200,0,0,0,0,1,75,93
W,41,$9D4B,1,2,8,7,6,3,2,4,3,3,2,0,7,6,6,6,6,4,3,5,3,200,3,2,4,1,3,2,2,2,1,200,0,0,0,0,1,75,93
W,43,$9D4B,1,2,8,7,6,3,0,4,3,3,2,0,7,6,6,6,200,4,3,5,3,200,3,2,4,1,200,2,2,2,1,200,0,0,0,0,1,75,93
W,45,$9D4B,0,1,8,7,6,3,0,4,3,3,2,0,7,6,6,6,200,4,3,5,2,200,3,2,4,1,200,2,2,2,2,200,0,0,1,0,0,75,93
W,47,$9D4B,0,1,8,7,6,3,0,4,3,1,2,0,7,6,6,6,200,4,3,5,2,200,3,2,4,1,200,2,2,2,2,200,0,0,1,0,0,75,93
W,49,$9D4B,1,0,8,5,6,3,0,4,3,1,2,0,7,6,5,5,200,4,3,5,2,200,3,2,3,1,200,2,2,2,2,200,0,0,0,1,0,75,93
W,51,$9D4B,1,0,8,5,6,0,0,4,3,1,2,0,7,6,5,200,200,4,3,5,2,200,3,2,3,200,200,2,2,2,2,200,0,0,0,1,0,75,93
W,53,$9D4B,0,1,8,5,6,0,0,3,3,1,2,0,7,6,5,200,200,4,3,5,2,200,3,2,3,200,200,2,2,2,3,200,0,0,1,0,0,75,93
W,55,$9D4B,0,1,8,5,6,0,0,3,3,0,2,0,7,6,5,200,200,4,3,200,2,200,3,2,3,200,200,2,2,200,3,200,0,0,1,0,0,75,93
W,57,$9D4B,0,2,8,4,6,0,0,3,3,0,2,0,7,5,5,200,200,4,2,200,2,200,3,1,2,200,200,2,2,200,4,200,1,0,0,0,0,75,93
W,59,$9D4B,0,2,8,4,6,0,0,1,3,0,2,0,7,5,5,200,200,4,2,200,2,200,3,1,2,200,200,2,2,200,4,200,1,0,0,0,0,75,93
W,61,$9D4B,0,1,8,4,4,0,0,1,3,0,2,0,5,4,5,200,200,3,3,200,2,200,4,2,3,200,200,2,1,200,4,200,1,0,0,0,0,75,46
W,63,$9D4B,0,1,8,4,4,0,0,0,3,0,2,0,5,4,5,200,200,200,3,200,2,200,4,2,3,200,200,200,1,200,4,200,1,0,0,0,0,75,46
