B,17,11,12,12,16,93,205,74,119,115,110,91,95,169,219,79,106,122,143,120,117
W,1,$920E,0,0,18,0,1,18,12,12,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,93,169
W,3,$9232,0,1,12,0,1,9,12,12,0,0,0,0,0,0,0,3,1,3,1,1,0,0,0,0,93,169
W,5,$9232,0,2,12,0,1,9,8,12,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,93,169
W,7,$9232,0,3,0,0,1,9,8,6,0,0,0,0,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,9,$9232,0,4,0,0,1,9,8,6,3,0,0,0,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,11,$926B,0,0,9,0,1,9,8,6,3,3,0,0,0,0,0,0,1,3,1,1,0,0,0,0,93,169
W,13,$926B,0,1,8,0,1,10,8,6,3,3,0,0,0,0,0,3,1,3,1,1,0,0,0,0,93,169
W,15,$926B,0,2,6,0,1,10,9,6,3,3,0,0,0,0,0,3,3,3,1,1,0,0,0,0,93,169
W,17,$926B,0,3,3,0,1,10,9,7,3,3,0,0,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,19,$920E,1,0,0,0,1,10,9,7,4,3,0,0,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,21,$9232,1,1,0,0,1,10,9,7,4,3,6,0,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,23,$9232,1,2,0,0,1,10,9,7,4,3,6,5,0,0,0,200,200,3,1,1,0,0,0,0,93,169
W,25,$9232,1,3,0,0,1,10,9,7,4,3,6,5,4,0,0,200,200,3,1,1,0,0,0,0,93,169
W,27,$9232,1,4,0,0,1,10,9,7,4,3,6,5,4,2,0,200,200,3,1,1,0,0,0,0,93,169
W,29,$926B,1,0,6,0,1,10,9,7,4,3,6,5,4,2,2,200,200,3,1,1,0,0,0,0,93,169
W,31,$926B,1,1,5,0,1,10,9,7,4,3,7,5,4,2,2,200,200,3,1,1,0,0,0,0,93,169
W,33,$9D4B,0,4,3,1,1,10,9,7,4,3,7,6,4,2,2,2,2,3,2,0,0,0,0,1,93,169
W,35,$9D4B,1,1,6,1,1,10,9,7,4,0,7,6,4,2,2,3,2,3,2,0,0,0,0,1,93,169
W,37,$9D4B,1,1,5,0,3,10,9,7,4,0,7,5,4,2,2,3,2,2,3,0,1,0,0,0,93,169
W,39,$9D4B,0,3,4,0,3,10,9,7,4,0,7,4,4,2,2,2,3,2,3,0,1,0,0,0,93,169
W,41,$9D4B,0,3,1,1,1,10,9,7,1,0,7,4,4,2,2,2,3,3,2,0,0,0,1,0,93,169
W,43,$9D4B,1,1,4,1,1,10,9,7,0,0,7,4,4,2,2,3,2,3,2,0,0,0,1,0,93,169
W,45,$9D4B,1,1,4,0,1,10,9,7,0,0,7,4,4,2,2,3,2,2,3,0,1,0,0,0,93,169
W,47,$9D4B,0,1,9,0,1,10,9,7,0,0,7,1,4,2,2,2,3,2,3,0,1,0,0,0,93,169
W,49,$9D4B,1,1,1,0,2,10,7,7,0,0,7,1,4,2,2,3,2,2,2,0,2,0,0,0,93,169
W,51,$9D4B,0,2,7,0,2,10,7,7,0,0,7,0,4,2,2,2,2,2,2,0,2,0,0,0,93,169
W,53,$9D4B,0,2,7,1,3,10,7,7,0,0,7,0,4,2,2,2,2,3,1,0,0,1,0,0,93,169
W,55,$9D4B,1,3,2,1,3,10,7,7,0,0,7,0,4,2,2,3,1,3,1,0,0,1,0,0,93,169
W,57,$9D4B,1,0,7,0,1,10,7,7,0,0,7,0,4,0,2,4,2,3,2,1,0,0,0,0,93,169
W,59,$9D4B,0,1,7,0,1,10,7,7,0,0,4,0,4,0,2,3,2,3,2,1,0,0,0,0,93,169
W,61,$9D4B,1,0,4,0,2,10,3,7,0,0,4,0,4,0,2,4,2,3,1,2,0,0,0,0,93,169
W,63,$9D4B,0,2,7,0,2,10,3,7,0,0,1,0,4,0,2,3,1,3,1,2,0,0,0,0,93,169
W,65,$9D4B,1,2,4,0,1,10,3,4,0,0,1,0,4,0,2,5,2,4,2,0,0,1,0,0,93,84
W,67,$9D4B,0,1,3,0,1,10,3,4,0,0,1,0,1,0,2,4,2,4,2,0,0,1,0,0,93,84
W,69,$9D4B,0,1,1,1,4,10,1,4,0,0,1,0,1,0,2,5,2,6,3,0,1,0,0,0,93,21
W,71,$9D4B,1,4,2,1,4,10,0,4,0,0,1,0,1,0,2,6,3,6,3,0,1,0,0,0,93,21
W,73,$9D4B,1,4,2,0,0,10,0,4,0,0,1,0,1,0,2,6,4,5,4,0,0,0,0,1,93,21
W,75,$9D4B,0,0,10,0,0,10,0,4,0,0,1,0,1,0,0,5,4,5,4,0,0,0,0,1,93,21
W,77,$9D4B,1,2,1,0,2,9,0,4,0,0,1,0,1,0,0,8,4,7,4,0,0,1,0,0,93,21
W,79,$9D4B,0,2,4,0,2,9,0,4,0,0,1,0,0,0,0,7,4,7,4,0,0,1,0,0,93,21
W,81,$9D4B,1,0,1,0,2,9,0,4,0,0,1,0,0,0,0,10,4,9,4,1,0,0,0,0,93,21
W,83,$9D4B,0,2,4,0,2,9,0,4,0,0,0,0,0,0,0,9,4,9,4,1,0,0,0,0,93,21
